1000
2
529,36544,
530,14170,
531,23395,
532,37741,
533,8008,
534,13990,
535,24925,
536,42196,
537,24919,
538,34420,
539,11539,
540,49813,
541,29551,
542,34819,
543,26662,
544,20617,
545,25504,
546,27070,
547,46363,
548,37426,
549,42394,
550,16027,
551,30208,
552,28090,
553,33826,
554,46267,
555,26173,
556,39328,
557,19087,
558,32656,
559,21532,
560,34252,
561,31312,
562,12940,
563,23269,
564,31006,
565,27139,
566,8515,
567,35392,
568,32404,
569,25921,
570,20044,
571,28510,
572,2170,
573,26851,
574,20869,
575,18709,
576,25213,
577,12631,
578,28933,
579,26992,
580,23467,
581,38023,
582,19804,
583,31138,
584,30670,
585,28879,
586,30154,
587,36154,
588,28759,
589,45019,
590,29014,
591,17275,
592,29287,
593,14920,
594,13915,
595,15322,
596,22462,
597,9367,
598,23524,
599,23632,
600,25927,
601,40180,
602,22165,
603,14137,
604,13873,
605,7516,
606,26320,
607,4627,
608,41320,
609,30745,
610,17470,
611,28426,
612,21379,
613,2173,
614,33220,
615,9412,
616,25441,
617,22141,
618,26536,
619,27310,
620,19879,
621,17617,
622,17218,
623,11224,
624,30598,
625,31663,
626,10618,
627,23308,
628,14410,
629,37162,
630,9898,
631,26593,
632,15559,
633,22543,
634,38293,
635,30802,
636,22177,
637,26962,
638,34603,
639,29365,
640,42355,
641,32281,
642,5908,
643,32311,
644,10267,
645,26740,
646,27259,
647,29494,
648,47803,
649,29653,
650,30454,
651,25816,
652,14452,
653,6229,
654,33463,
655,21895,
656,35551,
657,28549,
658,22816,
659,34321,
660,24649,
661,7177,
662,11710,
663,10648,
664,36385,
665,4756,
666,34069,
667,32380,
668,48223,
669,30445,
670,28609,
671,30475,
672,4723,
673,36208,
674,28855,
675,26272,
676,13009,
677,18073,
678,38215,
679,34885,
680,37774,
681,31723,
682,14191,
683,22210,
684,20827,
685,22858,
686,24925,
687,21082,
688,18232,
689,42931,
690,17842,
691,19570,
692,26764,
693,12880,
694,25321,
695,30688,
696,20644,
697,12337,
698,24724,
699,4657,
700,21025,
701,4756,
702,23560,
703,36433,
704,30076,
705,34225,
706,16111,
707,15340,
708,21409,
709,21052,
710,30037,
711,17359,
712,32545,
713,3634,
714,23983,
715,4903,
716,30793,
717,16699,
718,23095,
719,21028,
720,29464,
721,11245,
722,37561,
723,20452,
724,21973,
725,47605,
726,17404,
727,32476,
728,30520,
729,38899,
730,31579,
731,27616,
732,13387,
733,27856,
734,31897,
735,18385,
736,48658,
737,23485,
738,35869,
739,18790,
740,51421,
741,28087,
742,20119,
743,40291,
744,44830,
745,29686,
746,38824,
747,22861,
748,31573,
749,11278,
750,20377,
751,19774,
752,31027,
753,17797,
754,36112,
755,15166,
756,35788,
757,19246,
758,40075,
759,20875,
760,36886,
761,11836,
762,25975,
763,9526,
764,25351,
765,37114,
766,32890,
767,32281,
768,22024,
769,33022,
770,36589,
771,34882,
772,20125,
773,27763,
774,18163,
775,20308,
776,25963,
777,11350,
778,31135,
779,12721,
780,14062,
781,36355,
782,20692,
783,30664,
784,13066,
785,36469,
786,30550,
787,26842,
788,33760,
789,24289,
790,10801,
791,18079,
792,34516,
793,24289,
794,18046,
795,46126,
796,10381,
797,34156,
798,24160,
799,42910,
800,28615,
801,27157,
802,27316,
803,33046,
804,36865,
805,42688,
806,30937,
807,18307,
808,25570,
809,24115,
810,41164,
811,23917,
812,18412,
813,20656,
814,19216,
815,25576,
816,5233,
817,43546,
818,19957,
819,14011,
820,22897,
821,36598,
822,11497,
823,37690,
824,20731,
825,32416,
826,42124,
827,27247,
828,17530,
829,33106,
830,20611,
831,28726,
832,32848,
833,31597,
834,27547,
835,40477,
836,14548,
837,49372,
838,25426,
839,23491,
840,32101,
841,10822,
842,17110,
843,15469,
844,17014,
845,29278,
846,45511,
847,23506,
848,30694,
849,24424,
850,37063,
851,33586,
852,32899,
853,43693,
854,34201,
855,34066,
856,42979,
857,14371,
858,7012,
859,22864,
860,20779,
861,44152,
862,19198,
863,19129,
864,39079,
865,22237,
866,30367,
867,33079,
868,23269,
869,33745,
870,15934,
871,37993,
872,25318,
873,9574,
874,15595,
875,31615,
876,31687,
877,30307,
878,26566,
879,44668,
880,42553,
881,24703,
882,15184,
883,26218,
884,37546,
885,39826,
886,24184,
887,31645,
888,33769,
889,31345,
890,4360,
891,44134,
892,6634,
893,47761,
894,5929,
895,47878,
896,26479,
897,13912,
898,30385,
899,19585,
900,29761,
901,30451,
902,27712,
903,21598,
904,42046,
905,28036,
906,13990,
907,18964,
908,31924,
909,14053,
910,19759,
911,41692,
912,38662,
913,33934,
914,44014,
915,24145,
916,35365,
917,37219,
918,14023,
919,25132,
920,44467,
921,33370,
922,41515,
923,48913,
924,32218,
925,35599,
926,36472,
927,15055,
928,29443,
929,23425,
930,31105,
931,13537,
932,38830,
933,21202,
934,48223,
935,35116,
936,16111,
937,38119,
938,40636,
939,23242,
940,14575,
941,29119,
942,38761,
943,7204,
944,16027,
945,25924,
946,25825,
947,21328,
948,41032,
949,27322,
950,21361,
951,17791,
952,25531,
953,20248,
954,8338,
955,15616,
956,32413,
957,18775,
958,22960,
959,30931,
960,43210,
961,26227,
962,27703,
963,31783,
964,13918,
965,34354,
966,30664,
967,44992,
968,5221,
969,36844,
970,26941,
971,35407,
972,9238,
973,39970,
974,26410,
975,373,
976,18676,
977,31546,
978,11512,
979,28696,
980,28510,
981,14659,
982,24835,
983,36712,
984,21604,
985,38065,
986,25381,
987,5890,
988,24799,
989,37246,
990,26995,
991,31654,
992,41962,
993,34015,
994,21106,
995,44692,
996,45346,
997,29299,
998,23083,
999,42280,
